State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,EAST GODAVARI,Rice,2008-09,Rabi,169861,Hectare,796648,Tonnes,4.68999947
Andhra Pradesh,EAST GODAVARI,Rice,2009-10,Kharif,202153,Hectare,616567,Tonnes,3.050001731
Andhra Pradesh,EAST GODAVARI,Rice,2009-10,Rabi,104423,Hectare,456537,Tonnes,4.371996591
Andhra Pradesh,GUNTUR,Rice,2007-08,Kharif,283000,Hectare,976000,Tonnes,3.448763251
Andhra Pradesh,GUNTUR,Rice,2007-08,Rabi,24000,Hectare,85000,Tonnes,3.541666667
Andhra Pradesh,GUNTUR,Rice,2008-09,Kharif,281491,Hectare,959321,Tonnes,3.407998835
Andhra Pradesh,GUNTUR,Rice,2008-09,Rabi,51358,Hectare,187662,Tonnes,3.65399743
Andhra Pradesh,GUNTUR,Rice,2009-10,Kharif,190526,Hectare,683226,Tonnes,3.585998761
Andhra Pradesh,GUNTUR,Rice,2009-10,Rabi,112342,Hectare,383423,Tonnes,3.41299781
Andhra Pradesh,KADAPA,Rice,2007-08,Kharif,45000,Hectare,139000,Tonnes,3.088888889
Andhra Pradesh,KADAPA,Rice,2007-08,Rabi,17000,Hectare,45000,Tonnes,2.647058824
Andhra Pradesh,KADAPA,Rice,2008-09,Kharif,50183,Hectare,87168,Tonnes,1.737002571
Andhra Pradesh,KADAPA,Rice,2008-09,Rabi,14883,Hectare,41271,Tonnes,2.773029631
Andhra Pradesh,KADAPA,Rice,2009-10,Kharif,52423,Hectare,153757,Tonnes,2.933006505
Andhra Pradesh,KADAPA,Rice,2009-10,Rabi,12894,Hectare,34169,Tonnes,2.649992244
Andhra Pradesh,KARIMNAGAR,Rice,2007-08,Kharif,130000,Hectare,441000,Tonnes,3.392307692
Andhra Pradesh,KARIMNAGAR,Rice,2007-08,Rabi,152000,Hectare,545000,Tonnes,3.585526316
Andhra Pradesh,KARIMNAGAR,Rice,2008-09,Kharif,160406,Hectare,543135,Tonnes,3.386001771
Andhra Pradesh,KARIMNAGAR,Rice,2008-09,Rabi,175551,Hectare,632861,Tonnes,3.604997978
Andhra Pradesh,KARIMNAGAR,Rice,2009-10,Kharif,84886,Hectare,274182,Tonnes,3.230002592
Andhra Pradesh,KARIMNAGAR,Rice,2009-10,Rabi,77439,Hectare,239209,Tonnes,3.088999083
Andhra Pradesh,KHAMMAM,Rice,2007-08,Kharif,146000,Hectare,450000,Tonnes,3.082191781
Andhra Pradesh,KHAMMAM,Rice,2007-08,Rabi,30000,Hectare,98000,Tonnes,3.266666667
Andhra Pradesh,KHAMMAM,Rice,2008-09,Kharif,158279,Hectare,477686,Tonnes,3.017999861
Andhra Pradesh,KHAMMAM,Rice,2008-09,Rabi,36520,Hectare,117923,Tonnes,3.228997809
Andhra Pradesh,KHAMMAM,Rice,2009-10,Kharif,48475,Hectare,109408,Tonnes,2.256998453
Andhra Pradesh,KHAMMAM,Rice,2009-10,Rabi,54625,Hectare,197087,Tonnes,3.608
Andhra Pradesh,KRISHNA,Rice,2007-08,Kharif,261000,Hectare,944000,Tonnes,3.616858238
Andhra Pradesh,KRISHNA,Rice,2007-08,Rabi,94000,Hectare,355000,Tonnes,3.776595745
Andhra Pradesh,KRISHNA,Rice,2008-09,Kharif,273878,Hectare,959395,Tonnes,3.503001336
Andhra Pradesh,KRISHNA,Rice,2008-09,Rabi,120655,Hectare,467900,Tonnes,3.877999254
Andhra Pradesh,KRISHNA,Rice,2009-10,Kharif,228196,Hectare,784310,Tonnes,3.437001525
Andhra Pradesh,KRISHNA,Rice,2009-10,Rabi,108442,Hectare,424984,Tonnes,3.918998174
Andhra Pradesh,KURNOOL,Rice,2007-08,Kharif,90000,Hectare,332000,Tonnes,3.688888889
Andhra Pradesh,KURNOOL,Rice,2007-08,Rabi,19000,Hectare,51000,Tonnes,2.684210526
Andhra Pradesh,KURNOOL,Rice,2008-09,Kharif,84066,Hectare,279856,Tonnes,3.329003402
Andhra Pradesh,KURNOOL,Rice,2008-09,Rabi,27383,Hectare,97073,Tonnes,3.545009678
Andhra Pradesh,KURNOOL,Rice,2009-10,Kharif,81908,Hectare,256454,Tonnes,3.131000635
Andhra Pradesh,KURNOOL,Rice,2009-10,Rabi,44772,Hectare,157911,Tonnes,3.527003484
Andhra Pradesh,MAHBUBNAGAR,Rice,2007-08,Kharif,102000,Hectare,297000,Tonnes,2.911764706
Andhra Pradesh,MAHBUBNAGAR,Rice,2007-08,Rabi,46000,Hectare,128000,Tonnes,2.782608696
Andhra Pradesh,MAHBUBNAGAR,Rice,2008-09,Kharif,96411,Hectare,285569,Tonnes,2.961996038
Andhra Pradesh,MAHBUBNAGAR,Rice,2008-09,Rabi,48322,Hectare,135640,Tonnes,2.807003021
Andhra Pradesh,MAHBUBNAGAR,Rice,2009-10,Kharif,95390,Hectare,216726,Tonnes,2.271999161
Andhra Pradesh,MAHBUBNAGAR,Rice,2009-10,Rabi,68468,Hectare,184384,Tonnes,2.692995268
Andhra Pradesh,MEDAK,Rice,2007-08,Kharif,58000,Hectare,164000,Tonnes,2.827586207
Andhra Pradesh,MEDAK,Rice,2007-08,Rabi,35000,Hectare,118000,Tonnes,3.371428571
Andhra Pradesh,MEDAK,Rice,2008-09,Kharif,78658,Hectare,206477,Tonnes,2.624996822
Andhra Pradesh,MEDAK,Rice,2008-09,Rabi,45254,Hectare,150967,Tonnes,3.335992398
Andhra Pradesh,MEDAK,Rice,2009-10,Kharif,49470,Hectare,133272,Tonnes,2.693996361
Andhra Pradesh,MEDAK,Rice,2009-10,Rabi,33645,Hectare,99421,Tonnes,2.955000743
Andhra Pradesh,NALGONDA,Rice,2007-08,Kharif,163000,Hectare,516000,Tonnes,3.165644172
Andhra Pradesh,NALGONDA,Rice,2007-08,Rabi,148000,Hectare,474000,Tonnes,3.202702703
Andhra Pradesh,NALGONDA,Rice,2008-09,Kharif,193718,Hectare,602657,Tonnes,3.111001559
Andhra Pradesh,NALGONDA,Rice,2008-09,Rabi,168094,Hectare,547650,Tonnes,3.257998501
Andhra Pradesh,NALGONDA,Rice,2009-10,Kharif,98690,Hectare,319262,Tonnes,3.23499848
Andhra Pradesh,NALGONDA,Rice,2009-10,Rabi,174740,Hectare,599708,Tonnes,3.432001831
Andhra Pradesh,NIZAMABAD,Rice,2007-08,Kharif,71000,Hectare,254000,Tonnes,3.577464789
Andhra Pradesh,NIZAMABAD,Rice,2007-08,Rabi,57000,Hectare,199000,Tonnes,3.49122807
Andhra Pradesh,NIZAMABAD,Rice,2008-09,Kharif,111687,Hectare,407769,Tonnes,3.650997878
Andhra Pradesh,NIZAMABAD,Rice,2008-09,Rabi,78339,Hectare,271836,Tonnes,3.469995788
Andhra Pradesh,NIZAMABAD,Rice,2009-10,Kharif,75732,Hectare,245978,Tonnes,3.248006127
Andhra Pradesh,NIZAMABAD,Rice,2009-10,Rabi,45538,Hectare,143080,Tonnes,3.141991304
Andhra Pradesh,PRAKASAM,Rice,2007-08,Kharif,47000,Hectare,173000,Tonnes,3.680851064
Andhra Pradesh,PRAKASAM,Rice,2007-08,Rabi,80000,Hectare,287000,Tonnes,3.5875
Andhra Pradesh,PRAKASAM,Rice,2008-09,Kharif,47434,Hectare,167774,Tonnes,3.536998777
Andhra Pradesh,PRAKASAM,Rice,2008-09,Rabi,83957,Hectare,314503,Tonnes,3.746000929
Andhra Pradesh,PRAKASAM,Rice,2009-10,Kharif,32959,Hectare,117730,Tonnes,3.572013714
Andhra Pradesh,PRAKASAM,Rice,2009-10,Rabi,96240,Hectare,371390,Tonnes,3.858998337
Andhra Pradesh,RANGAREDDI,Rice,2007-08,Kharif,19000,Hectare,46000,Tonnes,2.421052632
Andhra Pradesh,RANGAREDDI,Rice,2007-08,Rabi,12000,Hectare,31000,Tonnes,2.583333333
Andhra Pradesh,RANGAREDDI,Rice,2008-09,Kharif,19183,Hectare,56398,Tonnes,2.939998957
Andhra Pradesh,RANGAREDDI,Rice,2008-09,Rabi,12917,Hectare,35625,Tonnes,2.757993342
Andhra Pradesh,RANGAREDDI,Rice,2009-10,Kharif,20022,Hectare,52157,Tonnes,2.604984517
Andhra Pradesh,RANGAREDDI,Rice,2009-10,Rabi,15340,Hectare,40498,Tonnes,2.640026076
Andhra Pradesh,SPSR NELLORE,Rice,2007-08,Kharif,46000,Hectare,162000,Tonnes,3.52173913
Andhra Pradesh,SPSR NELLORE,Rice,2007-08,Rabi,188000,Hectare,695000,Tonnes,3.696808511
Andhra Pradesh,SPSR NELLORE,Rice,2008-09,Kharif,65233,Hectare,233795,Tonnes,3.583998896
Andhra Pradesh,SPSR NELLORE,Rice,2008-09,Rabi,191854,Hectare,763003,Tonnes,3.976998134
Andhra Pradesh,SPSR NELLORE,Rice,2009-10,Kharif,67894,Hectare,220248,Tonnes,3.243997997
Andhra Pradesh,SPSR NELLORE,Rice,2009-10,Rabi,198993,Hectare,783833,Tonnes,3.938997854
Andhra Pradesh,SRIKAKULAM,Rice,2007-08,Kharif,201000,Hectare,613000,Tonnes,3.049751244
Andhra Pradesh,SRIKAKULAM,Rice,2007-08,Rabi,2000,Hectare,6000,Tonnes,3
Andhra Pradesh,SRIKAKULAM,Rice,2008-09,Kharif,203172,Hectare,408376,Tonnes,2.010001378
Andhra Pradesh,SRIKAKULAM,Rice,2008-09,Rabi,2667,Hectare,6190,Tonnes,2.32095988
Andhra Pradesh,SRIKAKULAM,Rice,2009-10,Kharif,177058,Hectare,371822,Tonnes,2.10000113
Andhra Pradesh,SRIKAKULAM,Rice,2009-10,Rabi,2708,Hectare,6407,Tonnes,2.365952733
Andhra Pradesh,VISAKHAPATANAM,Rice,2007-08,Kharif,96000,Hectare,195000,Tonnes,2.03125
Andhra Pradesh,VISAKHAPATANAM,Rice,2007-08,Rabi,3000,Hectare,6000,Tonnes,2
Andhra Pradesh,VISAKHAPATANAM,Rice,2008-09,Kharif,99378,Hectare,167253,Tonnes,1.682998249
Andhra Pradesh,VISAKHAPATANAM,Rice,2008-09,Rabi,2679,Hectare,5090,Tonnes,1.899962673
Andhra Pradesh,VISAKHAPATANAM,Rice,2009-10,Kharif,65447,Hectare,69112,Tonnes,1.055999511
Andhra Pradesh,VISAKHAPATANAM,Rice,2009-10,Rabi,2974,Hectare,4509,Tonnes,1.516139879
Andhra Pradesh,VIZIANAGARAM,Rice,2007-08,Kharif,124000,Hectare,362000,Tonnes,2.919354839
Andhra Pradesh,VIZIANAGARAM,Rice,2007-08,Rabi,3000,Hectare,7000,Tonnes,2.333333333
Andhra Pradesh,VIZIANAGARAM,Rice,2008-09,Kharif,128964,Hectare,307966,Tonnes,2.387999752
Andhra Pradesh,VIZIANAGARAM,Rice,2008-09,Rabi,1695,Hectare,4043,Tonnes,2.385250737
Andhra Pradesh,VIZIANAGARAM,Rice,2009-10,Kharif,104550,Hectare,229801,Tonnes,2.198000956
Andhra Pradesh,VIZIANAGARAM,Rice,2009-10,Rabi,3683,Hectare,9285,Tonnes,2.521042628
Andhra Pradesh,WARANGAL,Rice,2007-08,Kharif,115000,Hectare,354000,Tonnes,3.07826087
Andhra Pradesh,WARANGAL,Rice,2007-08,Rabi,72000,Hectare,205000,Tonnes,2.847222222
Andhra Pradesh,WARANGAL,Rice,2008-09,Kharif,152852,Hectare,459932,Tonnes,3.009002172
Andhra Pradesh,WARANGAL,Rice,2008-09,Rabi,78006,Hectare,230040,Tonnes,2.949003923
Andhra Pradesh,WARANGAL,Rice,2009-10,Kharif,84342,Hectare,209253,Tonnes,2.481005905
Andhra Pradesh,WARANGAL,Rice,2009-10,Rabi,40087,Hectare,107072,Tonnes,2.670990595
Andhra Pradesh,WEST GODAVARI,Rice,2007-08,Kharif,254000,Hectare,825000,Tonnes,3.248031496
Andhra Pradesh,WEST GODAVARI,Rice,2007-08,Rabi,192000,Hectare,814000,Tonnes,4.239583333
Andhra Pradesh,WEST GODAVARI,Rice,2008-09,Kharif,255444,Hectare,778593,Tonnes,3.047998779
Andhra Pradesh,WEST GODAVARI,Rice,2008-09,Rabi,195014,Hectare,821789,Tonnes,4.214000021
Andhra Pradesh,WEST GODAVARI,Rice,2009-10,Kharif,212887,Hectare,660163,Tonnes,3.10100194
Andhra Pradesh,WEST GODAVARI,Rice,2009-10,Rabi,115690,Hectare,454893,Tonnes,3.931999308
Andhra Pradesh,ADILABAD,Safflower,2009-10,Rabi,174,Hectare,76,Tonnes,0.436781609
Andhra Pradesh,ANANTAPUR,Safflower,2008-09,Rabi,113,Hectare,44,Tonnes,0.389380531
Andhra Pradesh,ANANTAPUR,Safflower,2009-10,Rabi,46,Hectare,20,Tonnes,0.434782609
Andhra Pradesh,KURNOOL,Safflower,2008-09,Rabi,380,Hectare,147,Tonnes,0.386842105
Andhra Pradesh,KURNOOL,Safflower,2009-10,Rabi,713,Hectare,194,Tonnes,0.272089762
Andhra Pradesh,MAHBUBNAGAR,Safflower,2008-09,Rabi,789,Hectare,170,Tonnes,0.215462611
Andhra Pradesh,MAHBUBNAGAR,Safflower,2009-10,Rabi,595,Hectare,366,Tonnes,0.61512605
Andhra Pradesh,MEDAK,Safflower,2008-09,Rabi,6994,Hectare,3049,Tonnes,0.435945096
Andhra Pradesh,MEDAK,Safflower,2009-10,Rabi,6696,Hectare,2839,Tonnes,0.423984468
Andhra Pradesh,NALGONDA,Safflower,2008-09,Rabi,3,Hectare,2,Tonnes,0.666666667
Andhra Pradesh,NALGONDA,Safflower,2009-10,Rabi,32,Hectare,14,Tonnes,0.4375
Andhra Pradesh,NIZAMABAD,Safflower,2008-09,Rabi,2041,Hectare,1218,Tonnes,0.596766291
Andhra Pradesh,NIZAMABAD,Safflower,2009-10,Rabi,3852,Hectare,1672,Tonnes,0.434060228
Andhra Pradesh,RANGAREDDI,Safflower,2008-09,Rabi,2453,Hectare,1764,Tonnes,0.719119446
Andhra Pradesh,RANGAREDDI,Safflower,2009-10,Rabi,2165,Hectare,898,Tonnes,0.4147806
Andhra Pradesh,WARANGAL,Safflower,2008-09,Rabi,7,Hectare,4,Tonnes,0.571428571
Andhra Pradesh,ADILABAD,Sesamum,2007-08,Kharif,1000,Hectare,,Tonnes,0
Andhra Pradesh,ADILABAD,Sesamum,2007-08,Rabi,2000,Hectare,1000,Tonnes,0.5
Andhra Pradesh,ADILABAD,Sesamum,2008-09,Kharif,175,Hectare,43,Tonnes,0.245714286
Andhra Pradesh,ADILABAD,Sesamum,2008-09,Rabi,7381,Hectare,1380,Tonnes,0.186966536
Andhra Pradesh,ADILABAD,Sesamum,2009-10,Kharif,1889,Hectare,193,Tonnes,0.102170461
Andhra Pradesh,ADILABAD,Sesamum,2009-10,Rabi,3539,Hectare,973,Tonnes,0.274936423
Andhra Pradesh,CHITTOOR,Sesamum,2008-09,Kharif,236,Hectare,46,Tonnes,0.194915254
Andhra Pradesh,CHITTOOR,Sesamum,2008-09,Rabi,329,Hectare,143,Tonnes,0.434650456
Andhra Pradesh,CHITTOOR,Sesamum,2009-10,Kharif,146,Hectare,36,Tonnes,0.246575342
Andhra Pradesh,CHITTOOR,Sesamum,2009-10,Rabi,557,Hectare,185,Tonnes,0.332136445
Andhra Pradesh,EAST GODAVARI,Sesamum,2007-08,Kharif,1000,Hectare,,Tonnes,0
Andhra Pradesh,EAST GODAVARI,Sesamum,2007-08,Rabi,1000,Hectare,,Tonnes,0
Andhra Pradesh,EAST GODAVARI,Sesamum,2008-09,Kharif,715,Hectare,139,Tonnes,0.194405594
Andhra Pradesh,EAST GODAVARI,Sesamum,2008-09,Rabi,969,Hectare,173,Tonnes,0.178534572
Andhra Pradesh,EAST GODAVARI,Sesamum,2009-10,Kharif,784,Hectare,195,Tonnes,0.24872449
Andhra Pradesh,EAST GODAVARI,Sesamum,2009-10,Rabi,1564,Hectare,310,Tonnes,0.198209719
Andhra Pradesh,GUNTUR,Sesamum,2007-08,Kharif,2000,Hectare,1000,Tonnes,0.5
Andhra Pradesh,GUNTUR,Sesamum,2008-09,Kharif,501,Hectare,180,Tonnes,0.359281437
Andhra Pradesh,GUNTUR,Sesamum,2008-09,Rabi,35,Hectare,6,Tonnes,0.171428571
Andhra Pradesh,GUNTUR,Sesamum,2009-10,Kharif,1951,Hectare,1077,Tonnes,0.552024603
Andhra Pradesh,GUNTUR,Sesamum,2009-10,Rabi,15,Hectare,3,Tonnes,0.2
Andhra Pradesh,KADAPA,Sesamum,2007-08,Rabi,3000,Hectare,1000,Tonnes,0.333333333
Andhra Pradesh,KADAPA,Sesamum,2008-09,Kharif,5,Hectare,1,Tonnes,0.2
Andhra Pradesh,KADAPA,Sesamum,2008-09,Rabi,6693,Hectare,2905,Tonnes,0.43403556
Andhra Pradesh,KADAPA,Sesamum,2009-10,Kharif,133,Hectare,33,Tonnes,0.248120301
Andhra Pradesh,KADAPA,Sesamum,2009-10,Rabi,6770,Hectare,2254,Tonnes,0.332939439
Andhra Pradesh,KARIMNAGAR,Sesamum,2007-08,Rabi,3000,Hectare,1000,Tonnes,0.333333333
Andhra Pradesh,KARIMNAGAR,Sesamum,2008-09,Rabi,2374,Hectare,1023,Tonnes,0.430918281
Andhra Pradesh,KARIMNAGAR,Sesamum,2009-10,Kharif,154,Hectare,16,Tonnes,0.103896104
Andhra Pradesh,KARIMNAGAR,Sesamum,2009-10,Rabi,4516,Hectare,2136,Tonnes,0.472984942
Andhra Pradesh,KHAMMAM,Sesamum,2007-08,Kharif,2000,Hectare,1000,Tonnes,0.5
Andhra Pradesh,KHAMMAM,Sesamum,2007-08,Rabi,3000,Hectare,1000,Tonnes,0.333333333
Andhra Pradesh,KHAMMAM,Sesamum,2008-09,Kharif,1550,Hectare,625,Tonnes,0.403225806
Andhra Pradesh,KHAMMAM,Sesamum,2008-09,Rabi,3534,Hectare,937,Tonnes,0.265138653
Andhra Pradesh,KHAMMAM,Sesamum,2009-10,Kharif,1317,Hectare,207,Tonnes,0.157175399
Andhra Pradesh,KHAMMAM,Sesamum,2009-10,Rabi,3052,Hectare,552,Tonnes,0.180865007
Andhra Pradesh,KRISHNA,Sesamum,2008-09,Kharif,198,Hectare,39,Tonnes,0.196969697
Andhra Pradesh,KRISHNA,Sesamum,2008-09,Rabi,407,Hectare,73,Tonnes,0.179361179
Andhra Pradesh,KRISHNA,Sesamum,2009-10,Kharif,135,Hectare,34,Tonnes,0.251851852
Andhra Pradesh,KRISHNA,Sesamum,2009-10,Rabi,323,Hectare,64,Tonnes,0.198142415
Andhra Pradesh,KURNOOL,Sesamum,2008-09,Kharif,107,Hectare,21,Tonnes,0.196261682
Andhra Pradesh,KURNOOL,Sesamum,2008-09,Rabi,332,Hectare,144,Tonnes,0.43373494
Andhra Pradesh,KURNOOL,Sesamum,2009-10,Kharif,33,Hectare,8,Tonnes,0.242424242
Andhra Pradesh,KURNOOL,Sesamum,2009-10,Rabi,639,Hectare,213,Tonnes,0.333333333
Andhra Pradesh,MAHBUBNAGAR,Sesamum,2007-08,Kharif,1000,Hectare,,Tonnes,0
Andhra Pradesh,MAHBUBNAGAR,Sesamum,2008-09,Kharif,257,Hectare,62,Tonnes,0.241245136
Andhra Pradesh,MAHBUBNAGAR,Sesamum,2009-10,Kharif,841,Hectare,86,Tonnes,0.102259215
Andhra Pradesh,MAHBUBNAGAR,Sesamum,2009-10,Rabi,21,Hectare,7,Tonnes,0.333333333
Andhra Pradesh,MEDAK,Sesamum,2007-08,Kharif,1000,Hectare,,Tonnes,0
Andhra Pradesh,MEDAK,Sesamum,2008-09,Kharif,975,Hectare,237,Tonnes,0.243076923
Andhra Pradesh,MEDAK,Sesamum,2008-09,Rabi,73,Hectare,18,Tonnes,0.246575342
Andhra Pradesh,MEDAK,Sesamum,2009-10,Kharif,685,Hectare,70,Tonnes,0.102189781
Andhra Pradesh,MEDAK,Sesamum,2009-10,Rabi,146,Hectare,48,Tonnes,0.328767123
Andhra Pradesh,NALGONDA,Sesamum,2007-08,Kharif,7000,Hectare,1000,Tonnes,0.142857143
Andhra Pradesh,NALGONDA,Sesamum,2008-09,Kharif,2885,Hectare,462,Tonnes,0.160138648
Andhra Pradesh,NALGONDA,Sesamum,2008-09,Rabi,31,Hectare,8,Tonnes,0.258064516
Andhra Pradesh,NALGONDA,Sesamum,2009-10,Kharif,1382,Hectare,240,Tonnes,0.17366136
Andhra Pradesh,NALGONDA,Sesamum,2009-10,Rabi,40,Hectare,13,Tonnes,0.325
Andhra Pradesh,NIZAMABAD,Sesamum,2007-08,Rabi,2000,Hectare,1000,Tonnes,0.5
Andhra Pradesh,NIZAMABAD,Sesamum,2008-09,Kharif,3,Hectare,1,Tonnes,0.333333333
Andhra Pradesh,NIZAMABAD,Sesamum,2008-09,Rabi,2270,Hectare,570,Tonnes,0.251101322
Andhra Pradesh,NIZAMABAD,Sesamum,2009-10,Kharif,39,Hectare,4,Tonnes,0.102564103
Andhra Pradesh,NIZAMABAD,Sesamum,2009-10,Rabi,1765,Hectare,582,Tonnes,0.329745042
Andhra Pradesh,PRAKASAM,Sesamum,2007-08,Kharif,15000,Hectare,8000,Tonnes,0.533333333
Andhra Pradesh,PRAKASAM,Sesamum,2007-08,Rabi,2000,Hectare,,Tonnes,0
Andhra Pradesh,PRAKASAM,Sesamum,2008-09,Kharif,4053,Hectare,2116,Tonnes,0.522082408
Andhra Pradesh,PRAKASAM,Sesamum,2008-09,Rabi,221,Hectare,40,Tonnes,0.180995475
Andhra Pradesh,PRAKASAM,Sesamum,2009-10,Kharif,10373,Hectare,2116,Tonnes,0.203991131
Andhra Pradesh,PRAKASAM,Sesamum,2009-10,Rabi,1434,Hectare,284,Tonnes,0.19804742
Andhra Pradesh,RANGAREDDI,Sesamum,2007-08,Kharif,1000,Hectare,,Tonnes,0
Andhra Pradesh,RANGAREDDI,Sesamum,2008-09,Kharif,590,Hectare,143,Tonnes,0.242372881
Andhra Pradesh,RANGAREDDI,Sesamum,2009-10,Kharif,586,Hectare,60,Tonnes,0.102389078
Andhra Pradesh,SPSR NELLORE,Sesamum,2007-08,Kharif,3000,Hectare,1000,Tonnes,0.333333333
Andhra Pradesh,SPSR NELLORE,Sesamum,2008-09,Kharif,1623,Hectare,635,Tonnes,0.39125077
Andhra Pradesh,SPSR NELLORE,Sesamum,2008-09,Rabi,582,Hectare,104,Tonnes,0.178694158
Andhra Pradesh,SPSR NELLORE,Sesamum,2009-10,Kharif,1735,Hectare,720,Tonnes,0.414985591
Andhra Pradesh,SPSR NELLORE,Sesamum,2009-10,Rabi,1164,Hectare,230,Tonnes,0.197594502
Andhra Pradesh,SRIKAKULAM,Sesamum,2007-08,Kharif,4000,Hectare,,Tonnes,0
Andhra Pradesh,SRIKAKULAM,Sesamum,2007-08,Rabi,6000,Hectare,1000,Tonnes,0.166666667
Andhra Pradesh,SRIKAKULAM,Sesamum,2008-09,Kharif,3084,Hectare,299,Tonnes,0.09695201
Andhra Pradesh,SRIKAKULAM,Sesamum,2008-09,Rabi,3791,Hectare,561,Tonnes,0.147982063
Andhra Pradesh,SRIKAKULAM,Sesamum,2009-10,Kharif,2378,Hectare,302,Tonnes,0.126997477
Andhra Pradesh,SRIKAKULAM,Sesamum,2009-10,Rabi,4925,Hectare,680,Tonnes,0.138071066
Andhra Pradesh,VISAKHAPATANAM,Sesamum,2007-08,Kharif,5000,Hectare,1000,Tonnes,0.2
Andhra Pradesh,VISAKHAPATANAM,Sesamum,2007-08,Rabi,3000,Hectare,1000,Tonnes,0.333333333
Andhra Pradesh,VISAKHAPATANAM,Sesamum,2008-09,Kharif,4497,Hectare,1043,Tonnes,0.231932399
Andhra Pradesh,VISAKHAPATANAM,Sesamum,2008-09,Rabi,2653,Hectare,692,Tonnes,0.260836789
Andhra Pradesh,VISAKHAPATANAM,Sesamum,2009-10,Kharif,2572,Hectare,427,Tonnes,0.166018663
Andhra Pradesh,VISAKHAPATANAM,Sesamum,2009-10,Rabi,1846,Hectare,306,Tonnes,0.165763814
Andhra Pradesh,VIZIANAGARAM,Sesamum,2007-08,Kharif,25000,Hectare,2000,Tonnes,0.08
Andhra Pradesh,VIZIANAGARAM,Sesamum,2007-08,Rabi,5000,Hectare,1000,Tonnes,0.2
Andhra Pradesh,VIZIANAGARAM,Sesamum,2008-09,Kharif,17262,Hectare,1778,Tonnes,0.103000811
Andhra Pradesh,VIZIANAGARAM,Sesamum,2008-09,Rabi,1737,Hectare,207,Tonnes,0.119170984
Andhra Pradesh,VIZIANAGARAM,Sesamum,2009-10,Kharif,10552,Hectare,2712,Tonnes,0.257012889
Andhra Pradesh,VIZIANAGARAM,Sesamum,2009-10,Rabi,8709,Hectare,2081,Tonnes,0.238948214
Andhra Pradesh,WARANGAL,Sesamum,2007-08,Kharif,14000,Hectare,3000,Tonnes,0.214285714
Andhra Pradesh,WARANGAL,Sesamum,2008-09,Kharif,7296,Hectare,1758,Tonnes,0.240953947
Andhra Pradesh,WARANGAL,Sesamum,2008-09,Rabi,356,Hectare,89,Tonnes,0.25
Andhra Pradesh,WARANGAL,Sesamum,2009-10,Kharif,9495,Hectare,798,Tonnes,0.084044234
Andhra Pradesh,WARANGAL,Sesamum,2009-10,Rabi,213,Hectare,70,Tonnes,0.328638498
Andhra Pradesh,WEST GODAVARI,Sesamum,2007-08,Rabi,1000,Hectare,,Tonnes,0
Andhra Pradesh,WEST GODAVARI,Sesamum,2008-09,Kharif,29,Hectare,6,Tonnes,0.206896552
Andhra Pradesh,WEST GODAVARI,Sesamum,2008-09,Rabi,528,Hectare,95,Tonnes,0.179924242
Andhra Pradesh,WEST GODAVARI,Sesamum,2009-10,Kharif,4,Hectare,1,Tonnes,0.25
Andhra Pradesh,WEST GODAVARI,Sesamum,2009-10,Rabi,2048,Hectare,406,Tonnes,0.198242188
Andhra Pradesh,ANANTAPUR,Small millets,2008-09,Kharif,112,Hectare,88,Tonnes,0.785714286
Andhra Pradesh,ANANTAPUR,Small millets,2009-10,Kharif,1045,Hectare,63,Tonnes,0.060287081
Andhra Pradesh,CHITTOOR,Small millets,2007-08,Kharif,1000,Hectare,,Tonnes,0
Andhra Pradesh,CHITTOOR,Small millets,2008-09,Kharif,848,Hectare,241,Tonnes,0.284198113
Andhra Pradesh,CHITTOOR,Small millets,2009-10,Kharif,908,Hectare,289,Tonnes,0.318281938
Andhra Pradesh,EAST GODAVARI,Small millets,2007-08,Kharif,1000,Hectare,1000,Tonnes,1
Andhra Pradesh,EAST GODAVARI,Small millets,2008-09,Kharif,856,Hectare,338,Tonnes,0.394859813
Andhra Pradesh,EAST GODAVARI,Small millets,2009-10,Kharif,221,Hectare,105,Tonnes,0.475113122
Andhra Pradesh,GUNTUR,Small millets,2009-10,Rabi,84,Hectare,79,Tonnes,0.94047619
Andhra Pradesh,KADAPA,Small millets,2008-09,Kharif,112,Hectare,88,Tonnes,0.785714286
Andhra Pradesh,KADAPA,Small millets,2008-09,Rabi,46,Hectare,36,Tonnes,0.782608696
Andhra Pradesh,KADAPA,Small millets,2009-10,Kharif,38,Hectare,20,Tonnes,0.526315789
Andhra Pradesh,KADAPA,Small millets,2009-10,Rabi,27,Hectare,15,Tonnes,0.555555556
Andhra Pradesh,KURNOOL,Small millets,2007-08,Kharif,9000,Hectare,9000,Tonnes,1
Andhra Pradesh,KURNOOL,Small millets,2008-09,Kharif,7232,Hectare,5655,Tonnes,0.781941372
Andhra Pradesh,KURNOOL,Small millets,2008-09,Rabi,113,Hectare,88,Tonnes,0.778761062
Andhra Pradesh,KURNOOL,Small millets,2009-10,Kharif,5609,Hectare,30,Tonnes,0.005348547
Andhra Pradesh,KURNOOL,Small millets,2009-10,Rabi,82,Hectare,44,Tonnes,0.536585366
Andhra Pradesh,MAHBUBNAGAR,Small millets,2007-08,Kharif,1000,Hectare,1000,Tonnes,1
