State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Andhra Pradesh,NIZAMABAD,Groundnut,2001-02,Rabi,7146,Hectare,12420,Tonnes,1.738035264
Andhra Pradesh,NIZAMABAD,Groundnut,2002-03,Kharif,193,Hectare,108,Tonnes,0.559585492
Andhra Pradesh,NIZAMABAD,Groundnut,2002-03,Rabi,3369,Hectare,3436,Tonnes,1.019887207
Andhra Pradesh,NIZAMABAD,Groundnut,2003-04,Kharif,163,Hectare,114,Tonnes,0.699386503
Andhra Pradesh,NIZAMABAD,Groundnut,2003-04,Rabi,2402,Hectare,5789,Tonnes,2.410074938
Andhra Pradesh,PRAKASAM,Groundnut,2001-02,Kharif,1524,Hectare,1212,Tonnes,0.795275591
Andhra Pradesh,PRAKASAM,Groundnut,2001-02,Rabi,4936,Hectare,8534,Tonnes,1.728930308
Andhra Pradesh,PRAKASAM,Groundnut,2002-03,Kharif,1711,Hectare,1761,Tonnes,1.029222677
Andhra Pradesh,PRAKASAM,Groundnut,2002-03,Rabi,4925,Hectare,6531,Tonnes,1.326091371
Andhra Pradesh,PRAKASAM,Groundnut,2003-04,Kharif,1414,Hectare,1654,Tonnes,1.169731259
Andhra Pradesh,PRAKASAM,Groundnut,2003-04,Rabi,5793,Hectare,10787,Tonnes,1.862074918
Andhra Pradesh,RANGAREDDI,Groundnut,2001-02,Kharif,1241,Hectare,604,Tonnes,0.486704271
Andhra Pradesh,RANGAREDDI,Groundnut,2001-02,Rabi,6004,Hectare,7367,Tonnes,1.227015323
Andhra Pradesh,RANGAREDDI,Groundnut,2002-03,Kharif,605,Hectare,189,Tonnes,0.312396694
Andhra Pradesh,RANGAREDDI,Groundnut,2002-03,Rabi,4658,Hectare,6260,Tonnes,1.343924431
Andhra Pradesh,RANGAREDDI,Groundnut,2003-04,Kharif,502,Hectare,283,Tonnes,0.56374502
Andhra Pradesh,RANGAREDDI,Groundnut,2003-04,Rabi,5395,Hectare,6976,Tonnes,1.29304912
Andhra Pradesh,SPSR NELLORE,Groundnut,2001-02,Kharif,2616,Hectare,3817,Tonnes,1.459097859
Andhra Pradesh,SPSR NELLORE,Groundnut,2001-02,Rabi,7111,Hectare,18531,Tonnes,2.605962593
Andhra Pradesh,SPSR NELLORE,Groundnut,2002-03,Kharif,4242,Hectare,7894,Tonnes,1.860914663
Andhra Pradesh,SPSR NELLORE,Groundnut,2002-03,Rabi,5487,Hectare,13849,Tonnes,2.523965737
Andhra Pradesh,SPSR NELLORE,Groundnut,2003-04,Kharif,5611,Hectare,10364,Tonnes,1.847086081
Andhra Pradesh,SPSR NELLORE,Groundnut,2003-04,Rabi,8518,Hectare,17411,Tonnes,2.044024419
Andhra Pradesh,SRIKAKULAM,Groundnut,2001-02,Kharif,30461,Hectare,21566,Tonnes,0.707987262
Andhra Pradesh,SRIKAKULAM,Groundnut,2001-02,Rabi,5580,Hectare,6211,Tonnes,1.113082437
Andhra Pradesh,SRIKAKULAM,Groundnut,2002-03,Kharif,29254,Hectare,20829,Tonnes,0.712005196
Andhra Pradesh,SRIKAKULAM,Groundnut,2002-03,Rabi,3999,Hectare,4575,Tonnes,1.144036009
Andhra Pradesh,SRIKAKULAM,Groundnut,2003-04,Kharif,26583,Hectare,22941,Tonnes,0.862995147
Andhra Pradesh,SRIKAKULAM,Groundnut,2003-04,Rabi,6926,Hectare,11026,Tonnes,1.591972278
Andhra Pradesh,VISAKHAPATANAM,Groundnut,2001-02,Kharif,12864,Hectare,14601,Tonnes,1.135027985
Andhra Pradesh,VISAKHAPATANAM,Groundnut,2001-02,Rabi,2208,Hectare,4376,Tonnes,1.981884058
Andhra Pradesh,VISAKHAPATANAM,Groundnut,2002-03,Kharif,10313,Hectare,8477,Tonnes,0.821972268
Andhra Pradesh,VISAKHAPATANAM,Groundnut,2002-03,Rabi,893,Hectare,1562,Tonnes,1.749160134
Andhra Pradesh,VISAKHAPATANAM,Groundnut,2003-04,Kharif,9262,Hectare,10920,Tonnes,1.179011013
Andhra Pradesh,VISAKHAPATANAM,Groundnut,2003-04,Rabi,1583,Hectare,2667,Tonnes,1.684775742
Andhra Pradesh,VIZIANAGARAM,Groundnut,2001-02,Kharif,46758,Hectare,36986,Tonnes,0.791009025
Andhra Pradesh,VIZIANAGARAM,Groundnut,2001-02,Rabi,4688,Hectare,5968,Tonnes,1.273037543
Andhra Pradesh,VIZIANAGARAM,Groundnut,2002-03,Kharif,36766,Hectare,29082,Tonnes,0.791002557
Andhra Pradesh,VIZIANAGARAM,Groundnut,2002-03,Rabi,2806,Hectare,2660,Tonnes,0.947968639
Andhra Pradesh,VIZIANAGARAM,Groundnut,2003-04,Kharif,42798,Hectare,36079,Tonnes,0.843006683
Andhra Pradesh,VIZIANAGARAM,Groundnut,2003-04,Rabi,4266,Hectare,5861,Tonnes,1.373886545
Andhra Pradesh,WARANGAL,Groundnut,2001-02,Kharif,20696,Hectare,22124,Tonnes,1.06899884
Andhra Pradesh,WARANGAL,Groundnut,2001-02,Rabi,24636,Hectare,26065,Tonnes,1.058004546
Andhra Pradesh,WARANGAL,Groundnut,2002-03,Kharif,17499,Hectare,15014,Tonnes,0.857991885
Andhra Pradesh,WARANGAL,Groundnut,2002-03,Rabi,22832,Hectare,23220,Tonnes,1.016993693
Andhra Pradesh,WARANGAL,Groundnut,2003-04,Kharif,16791,Hectare,14407,Tonnes,0.858019177
Andhra Pradesh,WARANGAL,Groundnut,2003-04,Rabi,28264,Hectare,43866,Tonnes,1.552009624
Andhra Pradesh,WEST GODAVARI,Groundnut,2001-02,Kharif,670,Hectare,1126,Tonnes,1.680597015
Andhra Pradesh,WEST GODAVARI,Groundnut,2001-02,Rabi,2701,Hectare,6237,Tonnes,2.309144761
Andhra Pradesh,WEST GODAVARI,Groundnut,2002-03,Kharif,155,Hectare,242,Tonnes,1.561290323
Andhra Pradesh,WEST GODAVARI,Groundnut,2002-03,Rabi,2579,Hectare,5114,Tonnes,1.982939124
Andhra Pradesh,WEST GODAVARI,Groundnut,2003-04,Kharif,465,Hectare,445,Tonnes,0.956989247
Andhra Pradesh,WEST GODAVARI,Groundnut,2003-04,Rabi,2642,Hectare,5345,Tonnes,2.023088569
Andhra Pradesh,ADILABAD,Horse-gram,2001-02,Kharif,82,Hectare,30,Tonnes,0.365853659
Andhra Pradesh,ADILABAD,Horse-gram,2001-02,Rabi,3088,Hectare,1019,Tonnes,0.329987047
Andhra Pradesh,ADILABAD,Horse-gram,2002-03,Kharif,17,Hectare,6,Tonnes,0.352941176
Andhra Pradesh,ADILABAD,Horse-gram,2002-03,Rabi,1176,Hectare,149,Tonnes,0.12670068
Andhra Pradesh,ADILABAD,Horse-gram,2003-04,Kharif,10,Hectare,5,Tonnes,0.5
Andhra Pradesh,ADILABAD,Horse-gram,2003-04,Rabi,1839,Hectare,600,Tonnes,0.326264274
Andhra Pradesh,ANANTAPUR,Horse-gram,2001-02,Kharif,649,Hectare,60,Tonnes,0.092449923
Andhra Pradesh,ANANTAPUR,Horse-gram,2001-02,Rabi,417,Hectare,226,Tonnes,0.541966427
Andhra Pradesh,ANANTAPUR,Horse-gram,2002-03,Kharif,947,Hectare,140,Tonnes,0.147835269
Andhra Pradesh,ANANTAPUR,Horse-gram,2002-03,Rabi,1859,Hectare,688,Tonnes,0.370091447
Andhra Pradesh,ANANTAPUR,Horse-gram,2003-04,Kharif,492,Hectare,54,Tonnes,0.109756098
Andhra Pradesh,ANANTAPUR,Horse-gram,2003-04,Rabi,1560,Hectare,844,Tonnes,0.541025641
Andhra Pradesh,CHITTOOR,Horse-gram,2001-02,Kharif,2373,Hectare,1241,Tonnes,0.522966709
Andhra Pradesh,CHITTOOR,Horse-gram,2001-02,Rabi,1569,Hectare,849,Tonnes,0.541108987
Andhra Pradesh,CHITTOOR,Horse-gram,2002-03,Kharif,6941,Hectare,3679,Tonnes,0.530038899
Andhra Pradesh,CHITTOOR,Horse-gram,2002-03,Rabi,3471,Hectare,1284,Tonnes,0.369922213
Andhra Pradesh,CHITTOOR,Horse-gram,2003-04,Kharif,5495,Hectare,2121,Tonnes,0.385987261
Andhra Pradesh,CHITTOOR,Horse-gram,2003-04,Rabi,1942,Hectare,1051,Tonnes,0.541194645
Andhra Pradesh,EAST GODAVARI,Horse-gram,2001-02,Rabi,1236,Hectare,669,Tonnes,0.541262136
Andhra Pradesh,EAST GODAVARI,Horse-gram,2002-03,Kharif,59,Hectare,29,Tonnes,0.491525424
Andhra Pradesh,EAST GODAVARI,Horse-gram,2002-03,Rabi,709,Hectare,262,Tonnes,0.369534556
Andhra Pradesh,EAST GODAVARI,Horse-gram,2003-04,Rabi,1153,Hectare,624,Tonnes,0.541196878
Andhra Pradesh,GUNTUR,Horse-gram,2002-03,Rabi,9,Hectare,3,Tonnes,0.333333333
Andhra Pradesh,KADAPA,Horse-gram,2001-02,Kharif,367,Hectare,158,Tonnes,0.430517711
Andhra Pradesh,KADAPA,Horse-gram,2001-02,Rabi,625,Hectare,338,Tonnes,0.5408
Andhra Pradesh,KADAPA,Horse-gram,2002-03,Kharif,243,Hectare,118,Tonnes,0.485596708
Andhra Pradesh,KADAPA,Horse-gram,2002-03,Rabi,6017,Hectare,2226,Tonnes,0.369951803
Andhra Pradesh,KADAPA,Horse-gram,2003-04,Kharif,180,Hectare,65,Tonnes,0.361111111
Andhra Pradesh,KADAPA,Horse-gram,2003-04,Rabi,569,Hectare,308,Tonnes,0.541300527
Andhra Pradesh,KARIMNAGAR,Horse-gram,2001-02,Rabi,1157,Hectare,382,Tonnes,0.330164218
Andhra Pradesh,KARIMNAGAR,Horse-gram,2002-03,Rabi,1407,Hectare,179,Tonnes,0.127221038
Andhra Pradesh,KARIMNAGAR,Horse-gram,2003-04,Rabi,1877,Hectare,612,Tonnes,0.326052211
Andhra Pradesh,KHAMMAM,Horse-gram,2001-02,Rabi,559,Hectare,184,Tonnes,0.329159213
Andhra Pradesh,KHAMMAM,Horse-gram,2002-03,Rabi,503,Hectare,64,Tonnes,0.127236581
Andhra Pradesh,KHAMMAM,Horse-gram,2003-04,Rabi,199,Hectare,65,Tonnes,0.326633166
Andhra Pradesh,KRISHNA,Horse-gram,2001-02,Rabi,617,Hectare,334,Tonnes,0.541329011
Andhra Pradesh,KRISHNA,Horse-gram,2002-03,Rabi,404,Hectare,149,Tonnes,0.368811881
Andhra Pradesh,KRISHNA,Horse-gram,2003-04,Kharif,79,Hectare,29,Tonnes,0.367088608
Andhra Pradesh,KRISHNA,Horse-gram,2003-04,Rabi,635,Hectare,344,Tonnes,0.541732283
Andhra Pradesh,KURNOOL,Horse-gram,2001-02,Kharif,4,Hectare,2,Tonnes,0.5
Andhra Pradesh,KURNOOL,Horse-gram,2001-02,Rabi,1681,Hectare,909,Tonnes,0.540749554
Andhra Pradesh,KURNOOL,Horse-gram,2002-03,Kharif,2,Hectare,1,Tonnes,0.5
Andhra Pradesh,KURNOOL,Horse-gram,2002-03,Rabi,1248,Hectare,462,Tonnes,0.370192308
Andhra Pradesh,KURNOOL,Horse-gram,2003-04,Kharif,8,Hectare,3,Tonnes,0.375
Andhra Pradesh,KURNOOL,Horse-gram,2003-04,Rabi,1143,Hectare,618,Tonnes,0.540682415
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2001-02,Kharif,6024,Hectare,2422,Tonnes,0.402058433
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2001-02,Rabi,2283,Hectare,753,Tonnes,0.329829172
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2002-03,Kharif,5752,Hectare,2238,Tonnes,0.389082058
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2002-03,Rabi,1621,Hectare,206,Tonnes,0.127082048
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2003-04,Kharif,4500,Hectare,2147,Tonnes,0.477111111
Andhra Pradesh,MAHBUBNAGAR,Horse-gram,2003-04,Rabi,1626,Hectare,530,Tonnes,0.32595326
Andhra Pradesh,MEDAK,Horse-gram,2001-02,Kharif,80,Hectare,29,Tonnes,0.3625
Andhra Pradesh,MEDAK,Horse-gram,2001-02,Rabi,626,Hectare,207,Tonnes,0.330670927
Andhra Pradesh,MEDAK,Horse-gram,2002-03,Kharif,17,Hectare,6,Tonnes,0.352941176
Andhra Pradesh,MEDAK,Horse-gram,2002-03,Rabi,412,Hectare,52,Tonnes,0.126213592
Andhra Pradesh,MEDAK,Horse-gram,2003-04,Rabi,639,Hectare,208,Tonnes,0.325508607
Andhra Pradesh,NALGONDA,Horse-gram,2001-02,Rabi,2275,Hectare,751,Tonnes,0.33010989
Andhra Pradesh,NALGONDA,Horse-gram,2002-03,Rabi,2015,Hectare,256,Tonnes,0.127047146
Andhra Pradesh,NALGONDA,Horse-gram,2003-04,Rabi,3890,Hectare,1268,Tonnes,0.32596401
Andhra Pradesh,NIZAMABAD,Horse-gram,2001-02,Rabi,22,Hectare,7,Tonnes,0.318181818
Andhra Pradesh,NIZAMABAD,Horse-gram,2002-03,Rabi,4,Hectare,1,Tonnes,0.25
Andhra Pradesh,NIZAMABAD,Horse-gram,2003-04,Rabi,318,Hectare,103,Tonnes,0.323899371
Andhra Pradesh,PRAKASAM,Horse-gram,2001-02,Rabi,1149,Hectare,622,Tonnes,0.541340296
Andhra Pradesh,PRAKASAM,Horse-gram,2002-03,Rabi,2105,Hectare,779,Tonnes,0.370071259
Andhra Pradesh,PRAKASAM,Horse-gram,2003-04,Kharif,11,Hectare,4,Tonnes,0.363636364
Andhra Pradesh,PRAKASAM,Horse-gram,2003-04,Rabi,921,Hectare,498,Tonnes,0.540716612
Andhra Pradesh,RANGAREDDI,Horse-gram,2001-02,Kharif,1508,Hectare,335,Tonnes,0.222148541
Andhra Pradesh,RANGAREDDI,Horse-gram,2001-02,Rabi,385,Hectare,127,Tonnes,0.32987013
Andhra Pradesh,RANGAREDDI,Horse-gram,2002-03,Kharif,825,Hectare,253,Tonnes,0.306666667
Andhra Pradesh,RANGAREDDI,Horse-gram,2002-03,Rabi,455,Hectare,58,Tonnes,0.127472527
Andhra Pradesh,RANGAREDDI,Horse-gram,2003-04,Kharif,407,Hectare,120,Tonnes,0.294840295
Andhra Pradesh,RANGAREDDI,Horse-gram,2003-04,Rabi,576,Hectare,188,Tonnes,0.326388889
Andhra Pradesh,SPSR NELLORE,Horse-gram,2001-02,Rabi,372,Hectare,201,Tonnes,0.540322581
Andhra Pradesh,SPSR NELLORE,Horse-gram,2002-03,Kharif,20,Hectare,10,Tonnes,0.5
Andhra Pradesh,SPSR NELLORE,Horse-gram,2002-03,Rabi,772,Hectare,286,Tonnes,0.370466321
Andhra Pradesh,SPSR NELLORE,Horse-gram,2003-04,Rabi,228,Hectare,123,Tonnes,0.539473684
Andhra Pradesh,SRIKAKULAM,Horse-gram,2001-02,Rabi,16235,Hectare,8962,Tonnes,0.552017247
Andhra Pradesh,SRIKAKULAM,Horse-gram,2002-03,Kharif,2,Hectare,1,Tonnes,0.5
Andhra Pradesh,SRIKAKULAM,Horse-gram,2002-03,Rabi,13690,Hectare,5873,Tonnes,0.42899927
Andhra Pradesh,SRIKAKULAM,Horse-gram,2003-04,Kharif,4,Hectare,1,Tonnes,0.25
Andhra Pradesh,SRIKAKULAM,Horse-gram,2003-04,Rabi,15016,Hectare,8904,Tonnes,0.592967501
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,2001-02,Kharif,325,Hectare,140,Tonnes,0.430769231
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,2001-02,Rabi,6235,Hectare,4807,Tonnes,0.770970329
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,2002-03,Kharif,136,Hectare,66,Tonnes,0.485294118
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,2002-03,Rabi,4916,Hectare,4252,Tonnes,0.864930838
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,2003-04,Kharif,118,Hectare,43,Tonnes,0.36440678
Andhra Pradesh,VISAKHAPATANAM,Horse-gram,2003-04,Rabi,6132,Hectare,5458,Tonnes,0.890084801
Andhra Pradesh,VIZIANAGARAM,Horse-gram,2001-02,Rabi,26871,Hectare,12925,Tonnes,0.481001824
Andhra Pradesh,VIZIANAGARAM,Horse-gram,2002-03,Rabi,22581,Hectare,5126,Tonnes,0.227005004
Andhra Pradesh,VIZIANAGARAM,Horse-gram,2003-04,Rabi,26889,Hectare,11616,Tonnes,0.431998215
Andhra Pradesh,WARANGAL,Horse-gram,2001-02,Rabi,1190,Hectare,393,Tonnes,0.330252101
Andhra Pradesh,WARANGAL,Horse-gram,2002-03,Rabi,870,Hectare,110,Tonnes,0.126436782
Andhra Pradesh,WARANGAL,Horse-gram,2003-04,Rabi,644,Hectare,210,Tonnes,0.326086957
Andhra Pradesh,WEST GODAVARI,Horse-gram,2001-02,Rabi,335,Hectare,181,Tonnes,0.540298507
Andhra Pradesh,WEST GODAVARI,Horse-gram,2002-03,Rabi,236,Hectare,87,Tonnes,0.368644068
Andhra Pradesh,WEST GODAVARI,Horse-gram,2003-04,Rabi,394,Hectare,213,Tonnes,0.540609137
Andhra Pradesh,ADILABAD,Jowar,2001-02,Kharif,37111,Hectare,62161,Tonnes,1.675002021
Andhra Pradesh,ADILABAD,Jowar,2001-02,Rabi,74174,Hectare,63196,Tonnes,0.851996657
Andhra Pradesh,ADILABAD,Jowar,2002-03,Kharif,39286,Hectare,60461,Tonnes,1.53899608
Andhra Pradesh,ADILABAD,Jowar,2002-03,Rabi,53035,Hectare,23919,Tonnes,0.451004054
Andhra Pradesh,ADILABAD,Jowar,2003-04,Kharif,35410,Hectare,51097,Tonnes,1.443010449
Andhra Pradesh,ADILABAD,Jowar,2003-04,Rabi,63220,Hectare,38438,Tonnes,0.608003796
Andhra Pradesh,ANANTAPUR,Jowar,2001-02,Kharif,3900,Hectare,6720,Tonnes,1.723076923
Andhra Pradesh,ANANTAPUR,Jowar,2001-02,Rabi,15170,Hectare,17446,Tonnes,1.15003296
Andhra Pradesh,ANANTAPUR,Jowar,2002-03,Kharif,2906,Hectare,4545,Tonnes,1.564005506
Andhra Pradesh,ANANTAPUR,Jowar,2002-03,Rabi,12676,Hectare,11497,Tonnes,0.906989587
Andhra Pradesh,ANANTAPUR,Jowar,2003-04,Kharif,12487,Hectare,30830,Tonnes,2.468967726
Andhra Pradesh,ANANTAPUR,Jowar,2003-04,Rabi,21391,Hectare,19444,Tonnes,0.908980412
Andhra Pradesh,CHITTOOR,Jowar,2001-02,Kharif,2400,Hectare,2174,Tonnes,0.905833333
Andhra Pradesh,CHITTOOR,Jowar,2001-02,Rabi,46,Hectare,67,Tonnes,1.456521739
Andhra Pradesh,CHITTOOR,Jowar,2002-03,Kharif,1647,Hectare,865,Tonnes,0.525197328
Andhra Pradesh,CHITTOOR,Jowar,2002-03,Rabi,130,Hectare,155,Tonnes,1.192307692
Andhra Pradesh,CHITTOOR,Jowar,2003-04,Kharif,2410,Hectare,2832,Tonnes,1.175103734
Andhra Pradesh,CHITTOOR,Jowar,2003-04,Rabi,6,Hectare,7,Tonnes,1.166666667
Andhra Pradesh,EAST GODAVARI,Jowar,2001-02,Kharif,822,Hectare,470,Tonnes,0.571776156
Andhra Pradesh,EAST GODAVARI,Jowar,2001-02,Rabi,22,Hectare,16,Tonnes,0.727272727
Andhra Pradesh,EAST GODAVARI,Jowar,2002-03,Kharif,503,Hectare,167,Tonnes,0.332007952
Andhra Pradesh,EAST GODAVARI,Jowar,2002-03,Rabi,15,Hectare,12,Tonnes,0.8
Andhra Pradesh,EAST GODAVARI,Jowar,2003-04,Kharif,786,Hectare,2325,Tonnes,2.958015267
Andhra Pradesh,GUNTUR,Jowar,2001-02,Kharif,184,Hectare,105,Tonnes,0.570652174
Andhra Pradesh,GUNTUR,Jowar,2001-02,Rabi,398,Hectare,294,Tonnes,0.738693467
Andhra Pradesh,GUNTUR,Jowar,2002-03,Kharif,76,Hectare,25,Tonnes,0.328947368
Andhra Pradesh,GUNTUR,Jowar,2002-03,Rabi,8638,Hectare,6928,Tonnes,0.802037509
Andhra Pradesh,GUNTUR,Jowar,2003-04,Kharif,9610,Hectare,28426,Tonnes,2.957960458
Andhra Pradesh,GUNTUR,Jowar,2003-04,Rabi,22318,Hectare,41913,Tonnes,1.877990859
Andhra Pradesh,KADAPA,Jowar,2001-02,Kharif,2781,Hectare,1460,Tonnes,0.52499101
Andhra Pradesh,KADAPA,Jowar,2001-02,Rabi,1513,Hectare,690,Tonnes,0.456047588
Andhra Pradesh,KADAPA,Jowar,2002-03,Kharif,882,Hectare,361,Tonnes,0.409297052
Andhra Pradesh,KADAPA,Jowar,2002-03,Rabi,11086,Hectare,2783,Tonnes,0.251037344
Andhra Pradesh,KADAPA,Jowar,2003-04,Kharif,4190,Hectare,997,Tonnes,0.237947494
Andhra Pradesh,KADAPA,Jowar,2003-04,Rabi,7389,Hectare,3665,Tonnes,0.496007579
Andhra Pradesh,KARIMNAGAR,Jowar,2001-02,Kharif,1054,Hectare,1011,Tonnes,0.959203036
Andhra Pradesh,KARIMNAGAR,Jowar,2001-02,Rabi,1070,Hectare,1036,Tonnes,0.968224299
Andhra Pradesh,KARIMNAGAR,Jowar,2002-03,Kharif,229,Hectare,225,Tonnes,0.982532751
Andhra Pradesh,KARIMNAGAR,Jowar,2002-03,Rabi,1554,Hectare,1248,Tonnes,0.803088803
Andhra Pradesh,KARIMNAGAR,Jowar,2003-04,Kharif,1044,Hectare,955,Tonnes,0.914750958
Andhra Pradesh,KARIMNAGAR,Jowar,2003-04,Rabi,1023,Hectare,948,Tonnes,0.926686217
Andhra Pradesh,KHAMMAM,Jowar,2001-02,Kharif,2753,Hectare,3438,Tonnes,1.24881947
Andhra Pradesh,KHAMMAM,Jowar,2001-02,Rabi,12191,Hectare,8375,Tonnes,0.6869822
Andhra Pradesh,KHAMMAM,Jowar,2002-03,Kharif,1908,Hectare,1731,Tonnes,0.907232704
Andhra Pradesh,KHAMMAM,Jowar,2002-03,Rabi,7446,Hectare,4824,Tonnes,0.647864625
Andhra Pradesh,KHAMMAM,Jowar,2003-04,Kharif,2063,Hectare,1345,Tonnes,0.65196316
Andhra Pradesh,KHAMMAM,Jowar,2003-04,Rabi,9879,Hectare,13396,Tonnes,1.356007693
Andhra Pradesh,KRISHNA,Jowar,2001-02,Kharif,123,Hectare,70,Tonnes,0.569105691
Andhra Pradesh,KRISHNA,Jowar,2001-02,Rabi,730,Hectare,539,Tonnes,0.738356164
Andhra Pradesh,KRISHNA,Jowar,2002-03,Kharif,81,Hectare,27,Tonnes,0.333333333
Andhra Pradesh,KRISHNA,Jowar,2002-03,Rabi,866,Hectare,695,Tonnes,0.802540416
Andhra Pradesh,KRISHNA,Jowar,2003-04,Kharif,147,Hectare,435,Tonnes,2.959183673
Andhra Pradesh,KRISHNA,Jowar,2003-04,Rabi,1209,Hectare,2271,Tonnes,1.878411911
Andhra Pradesh,KURNOOL,Jowar,2001-02,Kharif,6577,Hectare,6939,Tonnes,1.055040292
Andhra Pradesh,KURNOOL,Jowar,2001-02,Rabi,86436,Hectare,131901,Tonnes,1.525996113
Andhra Pradesh,KURNOOL,Jowar,2002-03,Kharif,2112,Hectare,2063,Tonnes,0.976799242
Andhra Pradesh,KURNOOL,Jowar,2002-03,Rabi,100721,Hectare,135067,Tonnes,1.34100138
Andhra Pradesh,KURNOOL,Jowar,2003-04,Kharif,13685,Hectare,62280,Tonnes,4.550968213
Andhra Pradesh,KURNOOL,Jowar,2003-04,Rabi,104115,Hectare,139618,Tonnes,1.340997935
Andhra Pradesh,MAHBUBNAGAR,Jowar,2001-02,Kharif,127781,Hectare,90597,Tonnes,0.709002121
Andhra Pradesh,MAHBUBNAGAR,Jowar,2001-02,Rabi,45284,Hectare,28076,Tonnes,0.619998233
Andhra Pradesh,MAHBUBNAGAR,Jowar,2002-03,Kharif,107386,Hectare,98903,Tonnes,0.9210046
Andhra Pradesh,MAHBUBNAGAR,Jowar,2002-03,Rabi,38754,Hectare,33406,Tonnes,0.862001342
Andhra Pradesh,MAHBUBNAGAR,Jowar,2003-04,Kharif,95272,Hectare,72311,Tonnes,0.758995298
Andhra Pradesh,MAHBUBNAGAR,Jowar,2003-04,Rabi,32322,Hectare,19458,Tonnes,0.602004826
Andhra Pradesh,MEDAK,Jowar,2001-02,Kharif,45857,Hectare,50626,Tonnes,1.103997209
Andhra Pradesh,MEDAK,Jowar,2001-02,Rabi,37449,Hectare,28124,Tonnes,0.750994686
Andhra Pradesh,MEDAK,Jowar,2002-03,Kharif,39541,Hectare,33096,Tonnes,0.837004628
Andhra Pradesh,MEDAK,Jowar,2002-03,Rabi,43035,Hectare,44844,Tonnes,1.042035552
Andhra Pradesh,MEDAK,Jowar,2003-04,Kharif,36256,Hectare,29730,Tonnes,0.820002207
Andhra Pradesh,MEDAK,Jowar,2003-04,Rabi,35786,Hectare,27806,Tonnes,0.777007768
Andhra Pradesh,NALGONDA,Jowar,2001-02,Kharif,8262,Hectare,2809,Tonnes,0.339990317
Andhra Pradesh,NALGONDA,Jowar,2001-02,Rabi,9132,Hectare,5927,Tonnes,0.649036356
Andhra Pradesh,NALGONDA,Jowar,2002-03,Kharif,14531,Hectare,3575,Tonnes,0.246025738
Andhra Pradesh,NALGONDA,Jowar,2002-03,Rabi,13477,Hectare,5364,Tonnes,0.398011427
Andhra Pradesh,NALGONDA,Jowar,2003-04,Kharif,13740,Hectare,6966,Tonnes,0.5069869
Andhra Pradesh,NALGONDA,Jowar,2003-04,Rabi,14997,Hectare,10423,Tonnes,0.695005668
Andhra Pradesh,NIZAMABAD,Jowar,2001-02,Kharif,3594,Hectare,2696,Tonnes,0.750139121
Andhra Pradesh,NIZAMABAD,Jowar,2001-02,Rabi,22484,Hectare,31275,Tonnes,1.390989148
Andhra Pradesh,NIZAMABAD,Jowar,2002-03,Kharif,3354,Hectare,2573,Tonnes,0.767143709
Andhra Pradesh,NIZAMABAD,Jowar,2002-03,Rabi,24024,Hectare,43147,Tonnes,1.795995671
Andhra Pradesh,NIZAMABAD,Jowar,2003-04,Kharif,2731,Hectare,2502,Tonnes,0.916147931
Andhra Pradesh,NIZAMABAD,Jowar,2003-04,Rabi,20010,Hectare,31996,Tonnes,1.5990005
Andhra Pradesh,PRAKASAM,Jowar,2001-02,Kharif,1570,Hectare,898,Tonnes,0.571974522
Andhra Pradesh,PRAKASAM,Jowar,2001-02,Rabi,3490,Hectare,2576,Tonnes,0.738108883
Andhra Pradesh,PRAKASAM,Jowar,2002-03,Kharif,792,Hectare,264,Tonnes,0.333333333
Andhra Pradesh,PRAKASAM,Jowar,2002-03,Rabi,8739,Hectare,7009,Tonnes,0.802036846
Andhra Pradesh,PRAKASAM,Jowar,2003-04,Kharif,2293,Hectare,6783,Tonnes,2.95813345
Andhra Pradesh,PRAKASAM,Jowar,2003-04,Rabi,9566,Hectare,17965,Tonnes,1.878005436
Andhra Pradesh,RANGAREDDI,Jowar,2001-02,Kharif,51182,Hectare,52769,Tonnes,1.031006995
Andhra Pradesh,RANGAREDDI,Jowar,2001-02,Rabi,18519,Hectare,20223,Tonnes,1.092013608
Andhra Pradesh,RANGAREDDI,Jowar,2002-03,Kharif,44342,Hectare,46249,Tonnes,1.04300663
Andhra Pradesh,RANGAREDDI,Jowar,2002-03,Rabi,16922,Hectare,16770,Tonnes,0.99101761
Andhra Pradesh,RANGAREDDI,Jowar,2003-04,Kharif,38982,Hectare,41126,Tonnes,1.054999743
Andhra Pradesh,RANGAREDDI,Jowar,2003-04,Rabi,18111,Hectare,17006,Tonnes,0.938987356
Andhra Pradesh,SPSR NELLORE,Jowar,2001-02,Rabi,162,Hectare,120,Tonnes,0.740740741
